,DBA,BORO,Latitude,Longitude,Census Tract
48774,OVENLY,Brooklyn,40.681256512055,-73.975436127346,12902.0
48809,WHITE NOISE COFFEE,Queens,40.761214061503,-73.803880147239,117100.0
48821,THE HUNTING CLUB,Bronx,40.863203729943,-73.858159162232,32400.0
48978,GROUNDED,Manhattan,40.738119741423,-74.003355933134,7700.0
48987,THE BAKE SHOP BY WOOPS,Brooklyn,40.717182617755,-73.95628201066201,55300.0
49041,BUUNNI COFFEE,Manhattan,40.867973535584,-73.920246997645,30300.0
49142,BUDS AND BEANS CAFE,Brooklyn,40.679745084636004,-73.968121411642,16300.0
49234,QUAD CINEMA,Manhattan,40.735819584525,-73.995359590907,6300.0
49518,SAFIR BAKERY & CAFE,Brooklyn,40.610009679474004,-73.95541245355699,55200.0
49541,ILLY CAFFE,Staten Island,40.582297419955,-74.169052592685,27702.0
49816,CAFE ON RALPH,Brooklyn,40.687178850305,-73.923575846249,38500.0
49896,KAI GALLERY,Manhattan,40.721843300951,-74.00265161949001,4700.0
49945,FORDHAM U - SALT & SESAME AT FACULTY MEMORIAL HALL,Bronx,40.860726736162,-73.889533661913,39700.0
50161,IRVING FARMS,Queens,40.648312826068,-73.788281497594,71600.0
50327,PABADE BAKERY & CAFE,Manhattan,40.794969647798,-73.94479994002499,17200.0
50391,PITCH CENTER,Manhattan,40.71896647999,-74.00876980636599,3900.0
50580,ABSOLUTE COFFEE,Brooklyn,40.688103967162,-73.987844804044,4300.0
50809,CAFE BIBA,Brooklyn,40.720777290993,-73.961207608851,55700.0
50950,CITY TECH BOOKSTORE & CAFE,Brooklyn,40.695591805567005,-73.988799081856,1300.0
50970,COLLEGE OF MOUNT SAINT VINCENT (Mag's Kitchen),Bronx,40.912822326386,-73.902504292365,31900.0
51204,BROOKLYN KETTLE,Brooklyn,40.684616454664,-73.944837558162,26700.0
51316,MONKEY CUP,Manhattan,40.804730214641,-73.951405671915,22000.0
51358,HEART'S,Brooklyn,40.692143442998,-73.92670017111101,39500.0
51968,JESSI 'S COFFEE SHOP,Brooklyn,40.708180600991994,-73.93991620041,49300.0
52267,SUGAR MISS,Brooklyn,40.640636159296,-74.00777218466601,10600.0
52347,ROBUSTA  ESPRESSO BAR,Manhattan,40.757325920433004,-73.980187044081,9600.0
52433,SWEET INTENTIONS,Brooklyn,40.683636022408,-73.995291124846,6700.0
52796,THREE JEWELS,Manhattan,40.726182477111,-73.99129057435199,3800.0
52822,NAIDRE'S CAFE & BAKERY,Brooklyn,40.665305229634,-73.98291431022,15100.0
53223,TENNY & BETSY,Manhattan,40.772452151370004,-73.958989490147,12800.0
53245,STARBUCKS #847,Manhattan,40.732978847173,-74.000010824752,6300.0
