,DBA,BORO,Latitude,Longitude,Census Tract
3503,MITOUSHI JAPANESE SUSHI,Brooklyn,40.607977726532,-73.960689968096,55400.0
3547,ARASHI SUSHI,Brooklyn,40.655792001004,-73.915318995718,89000.0
3551,MIZUMI,Queens,40.76389146298,-73.749510089084,150701.0
3577,SAMURICE,Manhattan,40.718714292932,-74.000923513738,4500.0
3636,SOUEN,Manhattan,40.727049499467,-73.98774747479399,3800.0
3687,SAPPS,Queens,40.747900236957996,-73.94014730997401,1900.0
3697,IZAKAYA NOMAD,Manhattan,40.743979373821,-73.989444117085,5800.0
3699,MASAKI TERIYAKI & SUSHI,Brooklyn,40.682663633785,-73.96192212549501,20100.0
3730,ABIKO CURRY,Manhattan,40.747308389619,-73.985903129221,7600.0
3789,TETSU,Manhattan,40.717330821913,-74.005061182723,3300.0
3791,MO MO SUSHI & RAMEN,Brooklyn,40.657622494297,-73.960339831275,79802.0
3854,AVOCADO SUSHI,Staten Island,40.522714323140995,-74.239248854848,22600.0
3856,SONO UCHI SUSHI,Manhattan,40.810567650077,-73.94397414685899,22400.0
3863,ARIRANG HIBACHI STEAK HOUSE,Staten Island,40.549371826350004,-74.150682390109,13203.0
3880,AKINO,Queens,40.741494063364,-73.88056236494799,48500.0
3884,SHOGUN,Queens,40.718379083332,-73.837141244419,76901.0
3947,GOFISH SUSHI BOX,Manhattan,40.756918006477,-73.972065672336,10000.0
3981,GO FISH SUSHI BOX,Brooklyn,40.716792178083,-73.962075706378,55500.0
3991,RAKUZEN,Queens,40.734476605364996,-73.873722762427,68300.0
4016,RESTUARANT NIPPON,Manhattan,40.757510580114996,-73.970881478995,10000.0
4052,MI-NE SUSHI TOTOYA,Manhattan,40.736360370738,-73.997549872905,6300.0
4055,COCORON,Manhattan,40.720091973318,-73.99328274115,1800.0
4065,MIKADO BISTRO,Manhattan,40.737205743859,-73.996958050887,7100.0
4115,WASABI RESTAURANT,Brooklyn,40.614953348362,-73.994406332424,26400.0
4121,YASHIN,Brooklyn,40.670885635086,-73.984855904798,13700.0
4124,SHABU SHABU MACORON,Manhattan,40.719361702968996,-73.990927110527,1800.0
4212,ICHIGO SUSHI,Brooklyn,40.632689770273,-74.02729847236,6600.0
4251,WOKUNI,Manhattan,40.749294275907005,-73.97759808092201,8000.0
4374,GENKI SUSHI,Staten Island,40.553076253076,-74.191731725436,17010.0
4426,ICHI SUSHI I,Brooklyn,40.603996267879,-73.997266648916,28800.0
4430,ZAUO,Manhattan,40.744177314973996,-73.99380358803701,9100.0
4441,HAI STREET KITCHEN AND CO.,Manhattan,40.75450075314,-73.975950427165,9200.0
4454,MEGUMI,Brooklyn,40.609969984731,-73.92222034217801,69800.0
4456,HAYASHI JAPANESE CUISINE,Brooklyn,40.59023659479,-73.949664892935,59401.0
4474,UCHU,Manhattan,40.721683713785,-73.990169189447,3601.0
4482,JIN RAMEN,Manhattan,40.815324993134,-73.958561955679,21100.0
4508,SUSHI SUKI,Manhattan,40.774366406062995,-73.948272335387,13600.0
4524,FUJI JAPANESE CUISINE,Queens,40.717278270844005,-73.835109368823,75701.0
4532,IKURA SUSHI,Brooklyn,40.711386981503,-73.94644211061599,50300.0
4591,BUNKER,Brooklyn,40.710572195961,-73.923047543915,44900.0
4600,Donburi-ya,Manhattan,40.765011673897,-73.98285975367601,13700.0
4601,SENYA,Manhattan,40.726769320686,-73.98589666698001,3800.0
4641,DRUNKEN FISH,Queens,40.713395645783,-73.91402630129599,53500.0
4711,KAWA SUSHI 8 AVENUE,Manhattan,40.737669554092,-74.004673014982,7700.0
4928,YAMA JAPANESE RESTAURANT',Manhattan,40.736000175613,-73.98772056364601,5000.0
4947,TEISUI,Manhattan,40.744585756978005,-73.987372522452,5800.0
4975,SAMURAI PAPA,Brooklyn,40.689894738416,-73.951064188727,25100.0
5137,UDON WEST,Manhattan,40.753712481418,-73.973561304395,9200.0
5171,TAIKI AND RICE & MISO,Brooklyn,40.684521526862,-73.983731448673,4100.0
5187,POKE RESTAURANT,Manhattan,40.776744633111,-73.951169818342,14601.0
5209,TAKASHI,Manhattan,40.731425117469,-74.006649850535,6700.0
5249,YAKITORI TORA,Manhattan,40.721030817821,-73.996208410912,4100.0
5326,Izumi Sushi,Manhattan,40.74654316738,-73.991706544949,9500.0
5423,PENN SUSHI,Manhattan,40.750059234828,-73.992106724456,10100.0
5491,ICHI UMI,Manhattan,40.746951463756,-73.985058696576,7400.0
5546,NEW HAN YANG SUSHI,Queens,40.765136167000996,-73.813666116043,115700.0
5590,NAGOYA GOURMET,Queens,40.773216874852,-73.795984715185,101700.0
5596,MEO JAPANESE HIBACHI,Queens,40.728309596094,-73.78392405603,133300.0
5614,TAKAHACHI TRIBECA,Manhattan,40.716424879968,-74.008015534265,3300.0
5630,KURUMAZUSHI RESTAURANT,Manhattan,40.756436227556,-73.97803964149901,9400.0
5639,Akaru Sushi,Brooklyn,40.702398925189,-73.91615760661199,44300.0
5659,SUSHI HANA,Manhattan,40.719918609513,-73.987882269813,1800.0
5739,BAR CHUKO,Brooklyn,40.680831900509,-73.967709872384,20300.0
5745,KOME WAZA,Manhattan,40.703389799931,-74.010149093628,900.0
5791,HASHI RAMEN & IZAKAYA,Queens,40.757836686507,-73.789206226704,142900.0
5957,NATSUMI,Manhattan,40.761660578269,-73.984651085438,12500.0
5958,TANOSHI SUSHI SAKE BAR,Manhattan,40.767668543904,-73.95313319331899,12400.0
5979,MORI,Brooklyn,40.671810520814,-73.984087844134,13500.0
6040,MU RAMEN,Queens,40.743650790854,-73.950504880401,700.0
6141,OHANA JAPANESE HIBACHI SEAFOOD & STEAK,Bronx,40.852165588119,-73.789166393326,51600.0
6144,GENKI SUSHI HOUSE,Staten Island,40.553506481409,-74.143505493447,14606.0
6161,KUMO JAPANESE RESTAURANT,Queens,40.773712081065995,-73.907301259086,11700.0
6184,HANAMI SUSHI,Manhattan,40.767056985247,-73.986342975847,13900.0
6205,AKIMOTO SUSHI,Manhattan,40.715768930773,-74.00725791881601,3300.0
6209,SOBA NOODLE AZUMA,Manhattan,40.764997945255,-73.98282726729299,13700.0
6236,KYOTO SUSHI V,Staten Island,40.630829351105,-74.103347265992,5900.0
6245,KAZUNORI,Manhattan,40.74514305044,-73.988382911821,7600.0
6274,BENTON CAFE,Manhattan,40.753048332921,-73.973926112572,9200.0
6277,CRYSTAL,Manhattan,40.756840453612,-73.969326057646,9800.0
6288,BLUE RIBBON SUSHI BAR,Manhattan,40.758747437799,-73.978692223615,10400.0
6308,ROKC,Manhattan,40.823674875426,-73.952443221605,22500.0
6333,SUSHI TIME,Manhattan,40.750980919325,-73.97137159019499,8800.0
6352,PINK NORI,Queens,40.764933709502,-73.917240997975,6300.0
6353,MIZU,Manhattan,40.738956439053,-73.98924283569,5200.0
6503,TENZAN,Manhattan,0.0,0.0,
6517,GU,Manhattan,40.757510580114996,-73.970881478995,10000.0
6599,KI SUSHI,Brooklyn,40.678492073806,-73.97342179153699,16100.0
6629,MIRA SUSHI,Queens,40.719534718959,-73.810403023424,77904.0
6655,IZAKAYA JURAKU,Manhattan,40.719630481803,-73.988593004897,1800.0
6703,ARIYOSHI JAPANESE RESTAURANT,Queens,40.743676878478,-73.92311742455,18102.0
6717,RED MOON,Manhattan,40.757211205462,-73.983785818205,11900.0
6784,NORI SUSHI RESTAURANT,Staten Island,40.573702325042,-74.117318637728,13400.0
6790,OMIYA SUSHI,Brooklyn,40.622596922537,-74.028443449716,6000.0
6817,ICHIBANTEI,Manhattan,40.730515493118,-73.982731552513,3400.0
6854,KIKOO SUSHI,Manhattan,40.727952205545996,-73.98503410902501,3800.0
6856,TOMO JAPANESE CUISINE,Queens,40.750145364155,-73.880373553238,27900.0
7112,KYOTO SUSHI,Brooklyn,40.72506437058,-73.94688926955901,57100.0
7181,NISHIDA SHO-TEN,Manhattan,40.754070793161,-73.96859463016,9000.0
7185,SHUYA CAFE DE RAMEN,Queens,40.758134918056996,-73.917209771947,15500.0
7229,KUMO SUSHI,Manhattan,40.730496344655,-73.983168139519,3400.0
