title,director,country,spine,url,img,year
The 400 Blows,François Truffaut,France,5,https://www.criterion.com/films/151-the-400-blows,https://s3.amazonaws.com/criterion-production/films/6419fdfbf3442b70b449e2780ae6ac04/Jli0DzbsLXV9c4V1sPirW4n2Lw5FR8_thumbnail.jpg,1984
1984,Michael Radford,United Kingdom,984,https://www.criterion.com/films/29140-1984,https://s3.amazonaws.com/criterion-production/films/9b263f6358cf0bae18244c759d4592f0/BonyZ4taymxrfBiRqY6K42NBh0jsop_thumbnail.jpg,1951
Ace in the Hole,Billy Wilder,United States,396,https://www.criterion.com/films/829-ace-in-the-hole,https://s3.amazonaws.com/criterion-production/films/2fe2ca53e58aeac665d09fae9748347f/3oBi9k9iUQzTspeg9nyJiO6UF2bPLA_thumbnail.jpg,1963
An Actor’s Revenge,Kon Ichikawa,Japan,912,https://www.criterion.com/films/28899-an-actor-s-revenge,https://s3.amazonaws.com/criterion-production/films/4b189bbc4839b45ecfee6d8546d303e6/KaW2t9UP1dYbpFxJDSlXEbSApZ8SaV_thumbnail.jpg,
The Adventures of Antoine Doinel,,,185,https://www.criterion.com/boxsets/346-the-adventures-of-antoine-doinel,https://s3.amazonaws.com/criterion-production/product_images/1849-d09d357682f1ee460af44664076a0ba7/nJwd7XlymlNyJ9YaYVDiXdNExr0P5Z_small.jpg,1964
Adventures of Zatoichi,Kimiyoshi Yasuda,Japan,,https://www.criterion.com/films/28308-adventures-of-zatoichi,https://s3.amazonaws.com/criterion-production/films/c5ea12e9c68aa70a39d68b54ce945433/o0lBuGTV4QK4mfcnFLXe8Vxq7EzMrW_thumbnail.jpg,1984
After the Rehearsal,Ingmar Bergman,Sweden,,https://www.criterion.com/films/27963-after-the-rehearsal,https://s3.amazonaws.com/criterion-production/films/ba2e4386c467bee0792f5983b863c052/1OBWg7ISTCDz63d0iB8f4IbOn2afEj_thumbnail.jpg,1993
The Age of Innocence,Martin Scorsese,United States,913,https://www.criterion.com/films/28834-the-age-of-innocence,https://s3.amazonaws.com/criterion-production/films/23b95546eb76fe0bd9c69678c5130f60/Gicsoj0cO0g4i7a78Otic6zVhZKTv7_thumbnail.jpg,1973
The Age of the Medici,Roberto Rossellini,Italy,,https://www.criterion.com/films/1025-the-age-of-the-medici,https://s3.amazonaws.com/criterion-production/films/8d5277524c0145b565ff66601d48b63c/i5ub3rQJ4TLqUmnDRf2RPPct4Pt4oZ_thumbnail.jpg,
AK 100: 25 Films by Akira Kurosawa,,,,https://www.criterion.com/boxsets/678-ak-100-25-films-by-akira-kurosawa,https://s3.amazonaws.com/criterion-production/product_images/1861-90438cf50ad15d3b8cdd632b9049c397/ZZY6GTioh4PUuW60COYrjYinoS4Hxx_small.jpg,1990
Akira Kurosawa’s Dreams,Akira Kurosawa,Japan,842,https://www.criterion.com/films/28700-akira-kurosawa-s-dreams,https://s3.amazonaws.com/criterion-production/films/e9fc8a91b2f9ebe10efb6edde367dffe/LRIg86I1YijdtiaQ7G1aWN6USnhprt_thumbnail.jpg,1977
¡Alambrista!,Robert M. Young,United States,609,https://www.criterion.com/films/28101--alambrista,https://s3.amazonaws.com/criterion-production/films/0491f97086109447ae043dd560ab1deb/yN0HxZOaIlmehJUNzXjOrTZoTSNtdp_thumbnail.jpg,1938
Alexander Nevsky,Sergei Eisenstein,Soviet Union,87,https://www.criterion.com/films/341-alexander-nevsky,https://s3.amazonaws.com/criterion-production/films/19c902a73e243b9293de4c717430f639/H1rWEdJtowN7Xh9vSnOvPU9I6y0AgT_thumbnail.jpg,1974
Alice in the Cities,Wim Wenders,Germany,814,https://www.criterion.com/films/27717-alice-in-the-cities,https://s3.amazonaws.com/criterion-production/films/4c937e1a2f214fa64d62211753e5f492/k2GNCMB1LPMtr7Dlh3PdIo9jHUFxD1_thumbnail.jpg,1974
Ali: Fear Eats the Soul,Rainer Werner Fassbinder,Germany,198,https://www.criterion.com/films/152-ali-fear-eats-the-soul,https://s3.amazonaws.com/criterion-production/films/7dd41aeeab0ce784854db5756730e849/rp77a94J13Y9gB1nMxqiZ85R5UCaSb_thumbnail.jpg,1962
All Night Long,Basil Dearden,United Kingdom,,https://www.criterion.com/films/27539-all-night-long,https://s3.amazonaws.com/criterion-production/films/206d3612870ac05bf88bcc8d2e8d3059/YPoWZODoEbomhN3cOhg16jqR1n0sMC_thumbnail.jpg,1955
All That Heaven Allows,Douglas Sirk,United States,95,https://www.criterion.com/films/635-all-that-heaven-allows,https://s3.amazonaws.com/criterion-production/films/ef45f7fd0ccef1e881abc80c6b24ff60/GgZDqyYrxCYlRn5FxwXi15SB4qyUTU_thumbnail.jpg,1979
All That Jazz,Bob Fosse,United States,724,https://www.criterion.com/films/28561-all-that-jazz,https://s3.amazonaws.com/criterion-production/films/8ee8b30fd8b04c0925a571a6aa83551b/AMKYaHIhWGuRsN3wZvDOZojSyG2ZaD_thumbnail.jpg,1964
All These Women,Ingmar Bergman,Sweden,,https://www.criterion.com/films/27671-all-these-women,https://s3.amazonaws.com/criterion-production/films/a542db89247489d8305dafba6620ad4e/gNegY1fNjIg43C6vk8OCMNf2g1aS35_thumbnail.jpg,1965
Alphaville,Jean-Luc Godard,France,25,https://www.criterion.com/films/207-alphaville,https://s3.amazonaws.com/criterion-production/films/7053ad19be02c2f5762fcaaa159d2610/zhh3azNCrMn6HnSV8q2KdvWcxgbGyc_thumbnail.jpg,1973
Amarcord,Federico Fellini,Italy,4,https://www.criterion.com/films/208-amarcord,https://s3.amazonaws.com/criterion-production/films/84514daa31d11ecc8efb89a53abba2f8/u6uT9NDu4YUQGebS2sXinyxWiNLJIp_thumbnail.jpg,
America Lost and Found: The BBS Story,,,,https://www.criterion.com/boxsets/769-america-lost-and-found-the-bbs-story,https://s3.amazonaws.com/criterion-production/product_images/1864-79581df36332f7a1f027b81311c9e0f9/j8fKXLhpRU7m0dGwebBdwZLgrXaO26_small.jpg,1977
The American Friend,Wim Wenders,Germany,793,https://www.criterion.com/films/28763-the-american-friend,https://s3.amazonaws.com/criterion-production/films/bfc170fd79de2f1298ae0115534a9594/YIHd0ub4uOeANf4KvdgkkwZFqg0p6D_thumbnail.jpg,1970
The American Soldier,Rainer Werner Fassbinder,Germany,,https://www.criterion.com/films/27951-the-american-soldier,https://s3.amazonaws.com/criterion-production/films/391f3d5266f94d20191230447e42515f/pogiDpUsRlcGFlLqxkT3xmU5S9PF10_thumbnail.jpg,1955
Le amiche,Michelangelo Antonioni,Italy,817,https://www.criterion.com/films/28632-le-amiche,https://s3.amazonaws.com/criterion-production/films/58cac693035172b69c7684a7ae929829/dCY15ZqPrfGXF5TJsvMHuivIBO2sEg_thumbnail.jpg,1986
El amor brujo,Carlos Saura,Spain,,https://www.criterion.com/films/885-el-amor-brujo,https://s3.amazonaws.com/criterion-production/films/383d8a7d40762165ed0eeefb3f475755/7iG3D8YVVdC0EMhYGIyDR8lJaBudTD_thumbnail.jpg,1959
Anatomy of a Murder,Otto Preminger,United States,600,https://www.criterion.com/films/27901-anatomy-of-a-murder,https://s3.amazonaws.com/criterion-production/films/303871dba84408054692162d362e800f/DZ4pikcV8PR878mzRBY3nRygvVnyXH_thumbnail.jpg,2010
And Everything Is Going Fine,Steven Soderbergh,United States,617,https://www.criterion.com/films/27874-and-everything-is-going-fine,https://s3.amazonaws.com/criterion-production/films/283b78c881c289756e21a5dd88c921b2/RyFBAndA3bKfYsY4sf6NO02158MiaR_thumbnail.jpg,1956
And God Created Woman,Roger Vadim,France,77,https://www.criterion.com/films/616-and-god-created-woman,https://s3.amazonaws.com/criterion-production/films/bca07f5e4a908871739d665ddb2b60a2/W7dw9STqtbOBxehSpyuxW1NeEwspGi_thumbnail.jpg,1992
And Life Goes On,Abbas Kiarostami,Iran,991,https://www.criterion.com/films/28639-and-life-goes-on,https://s3.amazonaws.com/criterion-production/films/b3a96bc84d9f889e0c8efd9ecd9dadae/8DA1TFta3dWtinQi5aa4WYwLJqEQj0_thumbnail.jpg,
André Gregory & Wallace Shawn: 3 Films,,,,https://www.criterion.com/boxsets/1110-andr-gregory-wallace-shawn-3-films,https://s3.amazonaws.com/criterion-production/product_images/1880-d84b68ccfdfdb7ef19d89946ab43b5cb/XxW9C5BcXk4DjYmbLD9UBavXz6xwa0_small.jpg,1966
Andrei Rublev,Andrei Tarkovsky,Soviet Union,34,https://www.criterion.com/films/300-andrei-rublev,https://s3.amazonaws.com/criterion-production/films/cef59cc409f2026448ee1292336bb5c2/USAkq7ABJffPQM1hvXfwfvMQntufhR_thumbnail.jpg,1952
Androcles and the Lion,Chester Erskine,United Kingdom,,https://www.criterion.com/films/6225-androcles-and-the-lion,https://s3.amazonaws.com/criterion-production/films/e5143fe569bd9242bdb2b475ef51f4f2/GGcYlq4h2GFwNG3QECGUmg0DgszIm9_thumbnail.jpg,
Andrzej Wajda: Three War Films,,,282,https://www.criterion.com/boxsets/528-andrzej-wajda-three-war-films,https://s3.amazonaws.com/criterion-production/product_images/1878-d753be32254186084fdb034ba6170a04/ytgENOPbs8VJ0e3nRGCtvhuYESgw8X_small.jpg,1986
. . . And the Pursuit of Happiness,Louis Malle,France,,https://www.criterion.com/films/676--and-the-pursuit-of-happiness,https://s3.amazonaws.com/criterion-production/films/da73b74372f154774aea78cafa6ea7f0/dlUrVNiTxRucktTqhZcCqtPJDakTS6_thumbnail.jpg,1984
And the Ship Sails On,Federico Fellini,Italy,50,https://www.criterion.com/films/587-and-the-ship-sails-on,https://s3.amazonaws.com/criterion-production/films/ff71d5f508ab643354b80f6ab05938ac/HKDRAHCIBIIGRyKicVhjLZQDaZZuO6_thumbnail.jpg,1990
An Angel at My Table,Jane Campion,New Zealand,301,https://www.criterion.com/films/742-an-angel-at-my-table,https://s3.amazonaws.com/criterion-production/films/6785927db8aa1f07dd1962db2eb90fbe/4kQ3PHhymsEpnTpTNBvZV8NdK2i3C7_thumbnail.jpg,2009
Antichrist,Lars von Trier,Denmark,542,https://www.criterion.com/films/27524-antichrist,https://s3.amazonaws.com/criterion-production/films/53b12b4865b46a7cc4964aa6a109dbed/rRvNvlw8t9cJqmYwraVhUKILW0nMOl_thumbnail.jpg,1984
Antonio Gaudí,Hiroshi Teshigahara,Japan,425,https://www.criterion.com/films/536-antonio-gaud,https://s3.amazonaws.com/criterion-production/films/fb23d4fcfe023bf628aa4d48ae0d174b/B5DNRBe9AxKiudgQ1kG3qImTRg7bEb_thumbnail.jpg,1956
Aparajito,Satyajit Ray,India,784,https://www.criterion.com/films/28443-aparajito,https://s3.amazonaws.com/criterion-production/films/26af2324e588cba90abc88b79473c2d3/fElHfeXimKlIlqLvMMecSnfHwamhs9_thumbnail.jpg,1933
Apart from You,Mikio Naruse,Japan,,https://www.criterion.com/films/27546-apart-from-you,https://s3.amazonaws.com/criterion-production/films/a37d26c23f96e4eba9a889935077c26a/4ZhkmFAB7NPyNZUWNt3cnAzfbyKHos_thumbnail.jpg,1959
Apur Sansar,Satyajit Ray,India,785,https://www.criterion.com/films/27905-apur-sansar,https://s3.amazonaws.com/criterion-production/films/bb4526672a1c4dd6cebe627f47a8d5bb/XvLAwpDGFm16yk6hF5bka8N42nv95D_thumbnail.jpg,
The Apu Trilogy,,,782,https://www.criterion.com/boxsets/1145-the-apu-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1775-df51a1f635a7d24d2a0d70499b18b798/m4wqBDnbWqMadC0Ng6AFI01DFE9FtQ_small.jpg,1974
Arabian Nights,Pier Paolo Pasolini,Italy,634,https://www.criterion.com/films/28374-arabian-nights,https://s3.amazonaws.com/criterion-production/films/22e6497dc50a3771d97e6cee35b58ad1/cXPrZSzVV5Zs7cKMSLjmXBckfyGiN9_thumbnail.jpg,1983
L’argent,Robert Bresson,France,886,https://www.criterion.com/films/27588-l-argent,https://s3.amazonaws.com/criterion-production/films/f700b2d43d7829bc795538602dc4120c/Na4b95E94g2wpH1f7iNU4pZj74NWOZ_thumbnail.jpg,1988
Ariel,Aki Kaurismäki,Finland,,https://www.criterion.com/films/959-ariel,https://s3.amazonaws.com/criterion-production/films/b161a43e4f76d2c7641d3902c02b2580/7363A7rOIsQ8A29xubLhSwb9iig7jw_thumbnail.jpg,1998
Armageddon,Michael Bay,United States,40,https://www.criterion.com/films/578-armageddon,https://s3.amazonaws.com/criterion-production/films/7858f806be01113ec3f26840d2ec0cab/zcQiVXuZFCisdXVhLeyD96Hxr6Vqp8_thumbnail.jpg,1944
Army,Keisuke Kinoshita,Japan,,https://www.criterion.com/films/27831-army,https://s3.amazonaws.com/criterion-production/films/af35fbaa142b0ed056c2a307f871ac4f/jRfPShY8FWDX11Ioqxdj8uv9zXBhfr_thumbnail.jpg,1969
Army of Shadows,Jean-Pierre Melville,France,385,https://www.criterion.com/films/153-army-of-shadows,https://s3.amazonaws.com/criterion-production/films/c9f771825b3863450ecfec9e8b440f05/YKQb8TICsflKZMMU2SEbsOH8x5eZrj_thumbnail.jpg,1976
The Ascent,Larisa Shepitko,Soviet Union,,https://www.criterion.com/films/561-the-ascent,https://s3.amazonaws.com/criterion-production/films/9bd0f6abb3f5b9c298f70f6ebaeee6a5/EdqSFlQF8PLUL0mEdL01lGRzcUOlzj_thumbnail.jpg,1958
Ashes and Diamonds,Andrzej Wajda,Poland,285,https://www.criterion.com/films/342-ashes-and-diamonds,https://s3.amazonaws.com/criterion-production/films/abac5941b577b4000fd939717d8c29bf/wp8QLu9cVBHjd7t8RrJS3SX7Nb0P9k_thumbnail.jpg,1966
As Long as You’ve Got Your Health,Pierre Etaix,France,,https://www.criterion.com/films/28399-as-long-as-you-ve-got-your-health,https://s3.amazonaws.com/criterion-production/films/4404f9cbcfb2a596af244bfe4b4715be/qfHhR4ufEx2Joe1dxVp63YxDrVDe4i_thumbnail.jpg,1950
The Asphalt Jungle,John Huston,United States,847,https://www.criterion.com/films/28690-the-asphalt-jungle,https://s3.amazonaws.com/criterion-production/films/5915895741543b0081c1afe507308335/WLD2n1FIo9i7BTFQRoTryfcBlF1rse_thumbnail.jpg,1959
The Atomic Submarine,Spencer G. Bennet,United States,366,https://www.criterion.com/films/804-the-atomic-submarine,https://s3.amazonaws.com/criterion-production/films/ed3e04be1a68ad7e7438a4a16d69a556/a268Pr0Wtb1F3INlbaTesMbAGJcxGg_thumbnail.jpg,1966
Au hasard Balthazar,Robert Bresson,France,297,https://www.criterion.com/films/455-au-hasard-balthazar,https://s3.amazonaws.com/criterion-production/films/3bfeccc88c1706a5dd401df39582d7cf/eM5j469VIjNvWJjFs4OGOnOpTBbpXJ_thumbnail.jpg,1987
Au revoir les enfants,Louis Malle,France,330,https://www.criterion.com/films/549-au-revoir-les-enfants,https://s3.amazonaws.com/criterion-production/films/ef0efc13c424e4fab6dc50a43dac4ed7/QvHxIlkd6X09v1giwAZb3VfhbXkunF_thumbnail.jpg,1962
An Autumn Afternoon,Yasujiro Ozu,Japan,446,https://www.criterion.com/films/784-an-autumn-afternoon,https://s3.amazonaws.com/criterion-production/films/a8ea8ea6c23887c9172372d22d52a87a/L1PCM8Z0TUWLZ3RLdDMcMOOvKvPGl2_thumbnail.jpg,1978
Autumn Sonata,Ingmar Bergman,Sweden,60,https://www.criterion.com/films/605-autumn-sonata,https://s3.amazonaws.com/criterion-production/films/95d0fe890da5c6008298dc39ca2195b4/oTvnw5EnwHQLpwttOLxX4yAOWY7o0j_thumbnail.jpg,1960
L’avventura,Michelangelo Antonioni,Italy,98,https://www.criterion.com/films/209-l-avventura,https://s3.amazonaws.com/criterion-production/films/28d6495a960ffeca7c74c5a56d6e36e2/f26v2AQ2lv4qS52sB63uNszRHHhBDp_thumbnail.jpg,1937
The Awful Truth,Leo McCarey,United States,917,https://www.criterion.com/films/27904-the-awful-truth,https://s3.amazonaws.com/criterion-production/films/c6405a3dc564179df63c65d55066a4ae/9eQtQWCuRD4Bz04ICaKTd207nco97Z_thumbnail.jpg,1970
Baal,Volker Schlöndorff,West Germany,914,https://www.criterion.com/films/29060-baal,https://s3.amazonaws.com/criterion-production/films/eae2794b63eb565a9518d0ddc6dc4800/MfEB5BHM5873COrnchiYFPxygZYNP8_thumbnail.jpg,1987
Babette’s Feast,Gabriel Axel,Denmark,665,https://www.criterion.com/films/27894-babette-s-feast,https://s3.amazonaws.com/criterion-production/films/aca8036540d101ce120920bb83b906a1/RoF9kSXwRWFuCBu2KdSfS1v6oIsLis_thumbnail.jpg,1964
Babo 73,Robert Downey Sr.,United States,,https://www.criterion.com/films/27938-babo-73,https://s3.amazonaws.com/criterion-production/films/81aefdc48e19d12c4fa0664e7f575b59/ZwhEP5AiwjZhejZ0ytK4Ot53TtIMWF_thumbnail.jpg,1973
Badlands,Terrence Malick,United States,651,https://www.criterion.com/films/28406-badlands,https://s3.amazonaws.com/criterion-production/films/a54f64b1b0ef213b885f58bb6bd0a52c/mIKKJYC8m5eLi8ybTuoSZOyyCtoukK_thumbnail.jpg,1980
Bad Timing,Nicolas Roeg,United Kingdom,303,https://www.criterion.com/films/744-bad-timing,https://s3.amazonaws.com/criterion-production/films/7bf78cd08a9162b633aa991245aeefd1/AckPHYCQJF9q9fcWiMHwL2a0WPlNY1_thumbnail.jpg,1938
The Baker’s Wife,Marcel Pagnol,France,986,https://www.criterion.com/films/29390-the-baker-s-wife,https://s3.amazonaws.com/criterion-production/films/0038054059869d507d9fa68b3ae7a378/dm0IkYZsXXqgFyLW4WLEmrePDHITZS_thumbnail.jpg,1963
The Bakery Girl of Monceau,Eric Rohmer,France,343,https://www.criterion.com/films/786-the-bakery-girl-of-monceau,https://s3.amazonaws.com/criterion-production/films/473d56f95abb50e7aacadbd88f68c417/hrNgbk1PHREr4sxHJGRqzJbNQlBz7K_thumbnail.jpg,1959
Ballad of a Soldier,Grigori Chukhrai,Soviet Union,148,https://www.criterion.com/films/343-ballad-of-a-soldier,https://s3.amazonaws.com/criterion-production/films/f89499b3cbca9503a0cf83ecba01142f/LlDUqJCmbsiL8xBf409dwhXIFKOKBt_thumbnail.jpg,1982
The Ballad of Gregorio Cortez,Robert M. Young,United States,940,https://www.criterion.com/films/29142-the-ballad-of-gregorio-cortez,https://s3.amazonaws.com/criterion-production/films/82911fdc4bc68ac69e30cdbcd12a73c1/SBRt5x7q3obOhRoNTuxHxMjIHEG0JN_thumbnail.jpg,1958
The Ballad of Narayama,Keisuke Kinoshita,Japan,645,https://www.criterion.com/films/28240-the-ballad-of-narayama,https://s3.amazonaws.com/criterion-production/films/5d52bd515511113629b6bf201b704ef8/vV8RmFH8YX7G5zJJs2jJDVYhCml4wS_thumbnail.jpg,1964
Band of Outsiders,Jean-Luc Godard,France,174,https://www.criterion.com/films/291-band-of-outsiders,https://s3.amazonaws.com/criterion-production/films/ae260bc49b38999ae5d987f2bac9aeab/Leo6yt5ZClpT2WA4trT7idTMnGhNug_thumbnail.jpg,1940
The Bank Dick,Edward Cline,United States,78,https://www.criterion.com/films/617-the-bank-dick,https://s3.amazonaws.com/criterion-production/films/ed560ce125d981a74da5f0b112c643c4/L3qXe0Ml9IhoWPs1K4gtHCLOCKSxMe_thumbnail.jpg,1994
Barcelona,Whit Stillman,United States,807,https://www.criterion.com/films/28691-barcelona,https://s3.amazonaws.com/criterion-production/films/5edbdd9a71ff33ff8fe1c30044aff9ff/tqYv26202uYJDHcI0i3JxQRbXfJUvq_thumbnail.jpg,1950
The Baron of Arizona,Samuel Fuller,United States,,https://www.criterion.com/films/881-the-baron-of-arizona,https://s3.amazonaws.com/criterion-production/films/5b837c5b0734c929f7f8b4b65e5be092/7u4CtEJ0FwLvyzhdAnKerBLqcZmwcc_thumbnail.jpg,1975
Barry Lyndon,Stanley Kubrick,United States,897,https://www.criterion.com/films/29008-barry-lyndon,https://s3.amazonaws.com/criterion-production/films/01163ccf334f69f25ce81cb465a9c6d2/kEcq9HEnTRAPAenkxdbo5kYyqIsiTT_thumbnail.jpg,1966
The Battle of Algiers,Gillo Pontecorvo,Italy,249,https://www.criterion.com/films/248-the-battle-of-algiers,https://s3.amazonaws.com/criterion-production/films/ab70f67f7b6d8918cf05f235f52eb686/lJ7B3Ujbj96gsjJZLt2HNUNdvWr9Si_thumbnail.jpg,1963
Bay of Angels,Jacques Demy,France,715,https://www.criterion.com/films/27935-bay-of-angels,https://s3.amazonaws.com/criterion-production/films/64697c8b67fd7758893dd80cb4772beb/ZOFDgtWaJXpnDlBbfUmvJLleu8mrCI_thumbnail.jpg,2006
The Beales of Grey Gardens,Albert Maysles…,United States,361,https://www.criterion.com/films/666-the-beales-of-grey-gardens,https://s3.amazonaws.com/criterion-production/films/d4d6ecc28c3429912c5bb66352dd7b7b/5KHGm0kRbwVTvp0lNejmjAIWgpVeOG_thumbnail.jpg,2000
Beastie Boys Video Anthology,Various,United States,100,https://www.criterion.com/films/638-beastie-boys-video-anthology,https://s3.amazonaws.com/criterion-production/films/5d4e823b0423c12ee26cc989dfc1b576/hXfCsS5uWKrEmRzTRFosLsvJgxLie4_thumbnail.jpg,1958
Le beau Serge,Claude Chabrol,France,580,https://www.criterion.com/films/27817-le-beau-serge,https://s3.amazonaws.com/criterion-production/films/e2ec7ab6b825e43071466bfb89fe7fff/wOzbQfzoXkpgxILMzKBKRMOwT7xfb7_thumbnail.jpg,1946
Beauty and the Beast,Jean Cocteau,France,6,https://www.criterion.com/films/177-beauty-and-the-beast,https://s3.amazonaws.com/criterion-production/films/a2938bd71e5137c9b033805dbc52acda/yOpwpNKPX8pAxfPd7tLOaWMjzjTwFS_thumbnail.jpg,1970
Bed and Board,François Truffaut,France,187,https://www.criterion.com/films/733-bed-and-board,https://s3.amazonaws.com/criterion-production/films/b785bde8dfcb43384958221ab030d673/5Vf6QpLXPViplQVs48iI9vcdMQfGbq_thumbnail.jpg,2013
Before Midnight,Richard Linklater,United States,859,https://www.criterion.com/films/28828-before-midnight,https://s3.amazonaws.com/criterion-production/films/3cb0f59b735302c3bc6a687eda7626b1/WBLsx2At8T7mb5WUSc92gfJYFsSwHC_thumbnail.jpg,1995
Before Sunrise,Richard Linklater,United States,857,https://www.criterion.com/films/28692-before-sunrise,https://s3.amazonaws.com/criterion-production/films/0222c09df56224b064124b3d8010b7fa/jPuODGO8YemfcdKeV5VBvFXHFHMYXB_thumbnail.jpg,2004
Before Sunset,Richard Linklater,United States,858,https://www.criterion.com/films/28693-before-sunset,https://s3.amazonaws.com/criterion-production/films/ac91be4a2423055192b4ff93cffc9902/KEtWaRo3JdRR7TSZzZBamCStdIDbr0_thumbnail.jpg,1994
Before the Rain,Milcho Manchevski,Macedonia,436,https://www.criterion.com/films/858-before-the-rain,https://s3.amazonaws.com/criterion-production/films/f50d7a7d8ec2588c4bd6e4db00a8120f/jgAIXDTNR403btDmNLF1s6QJ7VILif_thumbnail.jpg,
The Before Trilogy,,,856,https://www.criterion.com/boxsets/1237-the-before-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1771-d7f77a156a0263e965d0f6783ee1e182/f6rUjvmvonLQE9018f0vXA5elbqAoI_small.jpg,1999
Being John Malkovich,Spike Jonze,United States,611,https://www.criterion.com/films/28055-being-john-malkovich,https://s3.amazonaws.com/criterion-production/films/bd9c06388d59cfc3807d2d978d9b3113/1VhiMSCjj2iWXG4MW3xKDYZqO8sWc7_thumbnail.jpg,1979
Being There,Hal Ashby,United States,864,https://www.criterion.com/films/29009-being-there,https://s3.amazonaws.com/criterion-production/films/2a5c9ac31b12fc4efa1972c2d8906d4e/uRxZHyQUbdioYV50CFQ0GMbUSe7LIh_thumbnail.jpg,1967
Belle de jour,Luis Buñuel,France,593,https://www.criterion.com/films/27949-belle-de-jour,https://s3.amazonaws.com/criterion-production/films/ea08b0b7f8f9cd31e39a14bfa36e95a8/2emaq5HhNTvZEejNqAL74jOsL3W9B2_thumbnail.jpg,2006
Bergman Island,Marie Nyreröd,Sweden,477,https://www.criterion.com/films/556-bergman-island,https://s3.amazonaws.com/criterion-production/films/4caa477448c9fe2ee28f80df08f4d89b/NmCRkRglJzsgL3AKwNshj7ENlgQZIN_thumbnail.jpg,1980
Berlin Alexanderplatz,Rainer Werner Fassbinder,Germany,411,https://www.criterion.com/films/839-berlin-alexanderplatz,https://s3.amazonaws.com/criterion-production/films/9d4f9a9e8c6a9a3dbc2962ee1c0fe66b/HkmiAJeukYH7OdffZ53S8gVu9ojPoZ_thumbnail.jpg,1938
La bête humaine,Jean Renoir,France,324,https://www.criterion.com/films/773-la-b-te-humaine,https://s3.amazonaws.com/criterion-production/films/456aa86ccbb3e2bfd9f72ddcbaeeacec/kSgP1xkaTvYm2ZbzJp7Sv7F2UIEpCZ_thumbnail.jpg,1970
Beware of a Holy Whore,Rainer Werner Fassbinder,Germany,,https://www.criterion.com/films/27952-beware-of-a-holy-whore,https://s3.amazonaws.com/criterion-production/films/16c6f613b1846df633cb7c46d2863e2e/5Ynu5q1SbC87sYRlXAwnxXnIQsXpzN_thumbnail.jpg,2012
Beyond the Hills,Cristian Mungiu,Romania,923,https://www.criterion.com/films/28618-beyond-the-hills,https://s3.amazonaws.com/criterion-production/films/7e53562a1bc3ae00237eef595c1403a8/wIChDWmCVilmqMKIwe5NNXjw3cVGSA_thumbnail.jpg,1968
Beyond the Law,Norman Mailer,United States,,https://www.criterion.com/films/28321-beyond-the-law,https://s3.amazonaws.com/criterion-production/films/b069abe928385f97336491824e25923b/MjNYU96ZyBqDUuGvnpoqXLFz6MVKPS_thumbnail.jpg,1970
Beyond the Valley of the Dolls,Russ Meyer,United States,836,https://www.criterion.com/films/28120-beyond-the-valley-of-the-dolls,https://s3.amazonaws.com/criterion-production/films/2167cc9cbbff1fb5f6d9da77048b9d62/XwfKpPZ10ASQ47REenWvU0tXFFUwKN_thumbnail.jpg,1948
Bicycle Thieves,Vittorio De Sica,Italy,374,https://www.criterion.com/films/210-bicycle-thieves,https://s3.amazonaws.com/criterion-production/films/a020c4272223b01fa84782ca7f80ef3b/EtDUUmNY6vAX9TcTq0uRKG4BVqToH3_thumbnail.jpg,1983
The Big Chill,Lawrence Kasdan,United States,720,https://www.criterion.com/films/28610-the-big-chill,https://s3.amazonaws.com/criterion-production/films/ace687c73ff2a89b78e73f7ed313e796/2H53DXvnDSCbuN3PlD0MhvPBtWLagJ_thumbnail.jpg,1963
The Big City,Satyajit Ray,India,668,https://www.criterion.com/films/28448-the-big-city,https://s3.amazonaws.com/criterion-production/films/ebb3e6ce6778a7c588010b39cba076a8/GQbiSaCYwPh6PwpaBE6DWBLzID0Aqc_thumbnail.jpg,1958
Big Deal on Madonna Street,Mario Monicelli,Italy,113,https://www.criterion.com/films/652-big-deal-on-madonna-street,https://s3.amazonaws.com/criterion-production/films/3ea30a24e22aa24b78417d7c2e5a9c82/TiFmiKcnV2SowrX7dD8EgDucoPy0jI_thumbnail.jpg,1956
Bigger Than Life,Nicholas Ray,United States,507,https://www.criterion.com/films/1929-bigger-than-life,https://s3.amazonaws.com/criterion-production/films/d4d406ae48cd0fbfc78216e2efb5bf43/NEeX7phTkN3xjrd1deXb0RmokIXDG3_thumbnail.jpg,1963
Billy Liar,John Schlesinger,United Kingdom,121,https://www.criterion.com/films/662-billy-liar,https://s3.amazonaws.com/criterion-production/films/c81a1b649bd2025252c0d110b7ee9452/klKcHBRdhOpxleS4lzt62XrG5f4CPY_thumbnail.jpg,1949
Bitter Rice,Giuseppe De Santis,Italy,792,https://www.criterion.com/films/27805-bitter-rice,https://s3.amazonaws.com/criterion-production/films/44724b2a46d8cbc9f6b98b1ac74c8850/F1uKG1iHKWWhULZJUiVUZ1iuE0kjHv_thumbnail.jpg,1972
