title,director,country,spine,url,img,year
Lone Wolf and Cub: Baby Cart in the Land of Demons,Kenji Misumi,Japan,,https://www.criterion.com/films/28726-lone-wolf-and-cub-baby-cart-in-the-land-of-demons,https://s3.amazonaws.com/criterion-production/films/a256a8a63c5f8eeca58f004da0499793/fv9gPgZlZMxnih4VS0ngl6Iy2CCHC4_thumbnail.jpg,1972
Lone Wolf and Cub: Baby Cart to Hades,Kenji Misumi,Japan,,https://www.criterion.com/films/28724-lone-wolf-and-cub-baby-cart-to-hades,https://s3.amazonaws.com/criterion-production/films/22b15739ad6c7c54d76b4affc7a3a3ac/gCeC7XOh8d1lJMyAi6KloqgWyRKK7G_thumbnail.jpg,1972
Lone Wolf and Cub: Sword of Vengeance,Kenji Misumi,Japan,,https://www.criterion.com/films/28722-lone-wolf-and-cub-sword-of-vengeance,https://s3.amazonaws.com/criterion-production/films/198dcd449dc06961d95a8293f9042063/FWsWb0yuOWE4my7JiDnXGQjw2ifK8h_thumbnail.jpg,1974
Lone Wolf and Cub: White Heaven in Hell,Yoshiyuki Kuroda,Japan,,https://www.criterion.com/films/28727-lone-wolf-and-cub-white-heaven-in-hell,https://s3.amazonaws.com/criterion-production/films/930bd57bc90f2bbeeff80596a8fe678c/z2TmvMDeQaRiwYIg8lQmhiU5r1bqZi_thumbnail.jpg,1992
The Long Day Closes,Terence Davies,United Kingdom,694,https://www.criterion.com/films/27984-the-long-day-closes,https://s3.amazonaws.com/criterion-production/films/fc3986be048c75d41cef1dfaf83fc914/kUQl1CRr6yI3BlK2EmNhKqoQVzvfUB_thumbnail.jpg,1979
The Long Good Friday,John Mackenzie,United Kingdom,26,https://www.criterion.com/films/559-the-long-good-friday,https://s3.amazonaws.com/criterion-production/films/504873f293ee8d776c9cec4f561f5e89/4nrkOmePov50Z8C4NPOfo39MOjpnFC_thumbnail.jpg,1963
Lord of the Flies,Peter Brook,United Kingdom,43,https://www.criterion.com/films/563-lord-of-the-flies,https://s3.amazonaws.com/criterion-production/films/3c8e34ba4a541897737232a90611f947/uMJyxowOApuQ9O1hh2wLe26pqL14z1_thumbnail.jpg,1975
The Lost Honor of Katharina Blum,Volker Schlöndorff…,Germany,177,https://www.criterion.com/films/726-the-lost-honor-of-katharina-blum,https://s3.amazonaws.com/criterion-production/films/0c99eb2e459ddbfc2a308d9aba1231ba/9bFl9qP1rdV5hipJe2GeoT2F1jjWHu_thumbnail.jpg,1985
Lost in America,Albert Brooks,United States,887,https://www.criterion.com/films/29022-lost-in-america,https://s3.amazonaws.com/criterion-production/films/fddbe4548b28e34ca3d6080678695a35/MjPzEfOGPaJf4LBIPQuCWr1ZVy7zt3_thumbnail.jpg,1985
Louie Bluie,Terry Zwigoff,United States,532,https://www.criterion.com/films/27509-louie-bluie,https://s3.amazonaws.com/criterion-production/films/e5c8022fe530c9c956c5f4e6da7eb0bc/Ls5iNAEQucmF6Eas1lVNWgJadweWmh_thumbnail.jpg,1967
"Love Affair, or the Case of the Missing Switchboard Operator",Dušan Makavejev,Yugoslavia,,https://www.criterion.com/films/3985-love-affair-or-the-case-of-the-missing-switchboard-operator,https://s3.amazonaws.com/criterion-production/films/5eb3b02cc20d9090e506fdd942b92cab/WsP71MgPQ5GmNEtT7QghC3MI3epzGp_thumbnail.jpg,1972
Love in the Afternoon,Eric Rohmer,France,348,https://www.criterion.com/films/794-love-in-the-afternoon,https://s3.amazonaws.com/criterion-production/films/8b31c4eb976dac03a513245541b7d673/LaKAObX8xIxIrEidmJENGopI1oAboE_thumbnail.jpg,1969
Love Is Colder Than Death,Rainer Werner Fassbinder,Germany,,https://www.criterion.com/films/27959-love-is-colder-than-death,https://s3.amazonaws.com/criterion-production/films/712c12096105e4c5483714e2cf380808/X3YUksmp7CjOyIcaeTayNRytft3xYi_thumbnail.jpg,1979
Love on the Run,François Truffaut,France,188,https://www.criterion.com/films/734-love-on-the-run,https://s3.amazonaws.com/criterion-production/films/f12712d429f132238e2a51105d464aa8/T6uof6AqIZX5tVy2rrsE3VSKtEqNNg_thumbnail.jpg,1929
The Love Parade,Ernst Lubitsch,United States,,https://www.criterion.com/films/898-the-love-parade,https://s3.amazonaws.com/criterion-production/films/b6fda80b88dd590dc56878501aae2568/n8kah0VDW58jxyzyhS5dYkHljUVfyP_thumbnail.jpg,1958
The Lovers,Louis Malle,France,429,https://www.criterion.com/films/539-the-lovers,https://s3.amazonaws.com/criterion-production/films/3131ec3285f60f1acc9c90c8b42a1d5f/RofcqCXxGhvqtfNczxIk9a9ijuZSCI_thumbnail.jpg,1965
Loves of a Blonde,Miloš Forman,Czechoslovakia,144,https://www.criterion.com/films/246-loves-of-a-blonde,https://s3.amazonaws.com/criterion-production/films/0d9221dc6c6888f70ff2138706dc7bc2/DgNDc3SgTe80p7vTi0Huc6tr7BPNWp_thumbnail.jpg,1984
Love Streams,John Cassavetes,United States,721,https://www.criterion.com/films/28032-love-streams,https://s3.amazonaws.com/criterion-production/films/ae5332041a8aa75000e2b5616f3ba6ae/9jjKsvHZbYeUyVTtHzKFb6JBlGLEo0_thumbnail.jpg,1936
The Lower Depths,Jean Renoir,France,,https://www.criterion.com/films/870-the-lower-depths,https://s3.amazonaws.com/criterion-production/films/18edf0e45ef525e94a2f216ec8c0ac0c/ssmWoOUy6rJctS1cNG45DNWrlpulXN_thumbnail.jpg,
The Lower Depths,,,239,https://www.criterion.com/boxsets/487-the-lower-depths,https://s3.amazonaws.com/criterion-production/product_images/1869-e5c85aaf05b37b7eb3c006cf0e4733b6/oc21ci95QjfyEYXMwqohFekz0EFAbu_small.jpg,1943
Lumière d’été,Jean Grémillon,France,,https://www.criterion.com/films/28125-lumi-re-d-t,https://s3.amazonaws.com/criterion-production/films/2246578d818804de9a010ec2f6761940/LS7nGzD3CGCHvbfnW7CFToCn83HJRf_thumbnail.jpg,2015
The Lure,Agnieszka Smoczyńska,Poland,896,https://www.criterion.com/films/29061-the-lure,https://s3.amazonaws.com/criterion-production/films/8815a1cbdd19eb04dd2d741a171d0797/z2YwfsEwnceJMfMhzJLZKOOWMCM21F_thumbnail.jpg,1931
M,Fritz Lang,Germany,30,https://www.criterion.com/films/558-m,https://s3.amazonaws.com/criterion-production/films/102d6709e0973307d33a352991ff721b/GqHBXoBeV4uWlYFG5OU3lnoYrFQ6iD_thumbnail.jpg,1971
Macbeth,Roman Polanski,United Kingdom,726,https://www.criterion.com/films/28020-macbeth,https://s3.amazonaws.com/criterion-production/films/cb6e050b19cc766adeaa1a780617de0b/OI42u7RUSZxrs36D0uEjtkX4m6djx3_thumbnail.jpg,1993
Madadayo,Akira Kurosawa,Japan,,https://www.criterion.com/films/9883-madadayo,https://s3.amazonaws.com/criterion-production/films/497421f03b60425dc1a92c36bf2d4bd3/095hbBWPP76KD17vNZHNkqGK040FHd_thumbnail.jpg,1966
Made in U.S.A,Jean-Luc Godard,France,481,https://www.criterion.com/films/2109-made-in-u-s-a,https://s3.amazonaws.com/criterion-production/films/efd916dcd675095973e44745477f9b21/xUcTSIdAupkO5KPIrrvCkfJpbLO4jP_thumbnail.jpg,1945
Madonna of the Seven Moons,Arthur Crabtree,United Kingdom,,https://www.criterion.com/films/28019-madonna-of-the-seven-moons,https://s3.amazonaws.com/criterion-production/films/bd2452146ea73af63f76a550204841f9/4yJd8DqIYDNQ5jaoJpFxnPPkbFjdAG_thumbnail.jpg,1962
Mafioso,Alberto Lattuada,Italy,424,https://www.criterion.com/films/527-mafioso,https://s3.amazonaws.com/criterion-production/films/2ec7132b8f11e92f696e16127e8d48c6/o34ALiarwLjqvYHi9I181gYcKgNoj7_thumbnail.jpg,1975
The Magic Flute,Ingmar Bergman,Sweden,71,https://www.criterion.com/films/613-the-magic-flute,https://s3.amazonaws.com/criterion-production/films/24f4d136b6d9b461116c2adc67ba695f/crh2jXaHD2BPVeUoR0IBQpPdeaOeYL_thumbnail.jpg,1958
The Magician,Ingmar Bergman,Sweden,537,https://www.criterion.com/films/27521-the-magician,https://s3.amazonaws.com/criterion-production/films/727f4c05f133f7593907dea12c0263c8/pwXirphyQTlMatY7iBtZ9Mb0svCuzs_thumbnail.jpg,1942
The Magnificent Ambersons,Orson Welles,United States,952,https://www.criterion.com/films/28711-the-magnificent-ambersons,https://s3.amazonaws.com/criterion-production/films/508da13d74af7209190380bec79002ab/KzkULFHCmg1KGSgM6OAm6LQUONSDWJ_thumbnail.jpg,1954
Magnificent Obsession,Douglas Sirk,United States,457,https://www.criterion.com/films/973-magnificent-obsession,https://s3.amazonaws.com/criterion-production/films/e033d65a68d10236f332c06ce3725b59/5Pvpc7nsRpgo8lu3IQVlAeheME1g9w_thumbnail.jpg,1970
Maidstone,Norman Mailer,United States,,https://www.criterion.com/films/28069-maidstone,https://s3.amazonaws.com/criterion-production/films/c69e0a3d8f080846aecb3fab94af1760/87KoyhtPxZFa2tAUsdjGYWdGFkV0Uq_thumbnail.jpg,1976
Maîtresse,Barbet Schroeder,France,223,https://www.criterion.com/films/554-ma-tresse,https://s3.amazonaws.com/criterion-production/films/727de42f19292ca17343c7eee0fe58e2/m3EN7eoz9eQ0yiJ4vnyNElkQKED4Ge_thumbnail.jpg,1941
Major Barbara,Gabriel Pascal,United Kingdom,,https://www.criterion.com/films/9904-major-barbara,https://s3.amazonaws.com/criterion-production/films/6576db9bc57d38b7e601375a0b60e4c4/hfstCVe8X1X1RCAeulg8mgkUH9841O_thumbnail.jpg,1937
Make Way for Tomorrow,Leo McCarey,United States,505,https://www.criterion.com/films/2350-make-way-for-tomorrow,https://s3.amazonaws.com/criterion-production/films/b6caacf8d0c80a83a5bc33e6832a3694/OMYy2tGEWTMmuQ7JR57fs1M7ydLQoS_thumbnail.jpg,1982
The Making of Fanny and Alexander,Ingmar Bergman,Sweden,264,https://www.criterion.com/films/627-the-making-of-fanny-and-alexander,https://s3.amazonaws.com/criterion-production/films/4ea39729556e3ac327bf37f0ef1535dc/Y2q8p7MOboTiHSEPDSjiaBSQ63RB4X_thumbnail.jpg,1983
The Makioka Sisters,Kon Ichikawa,Japan,567,https://www.criterion.com/films/27619-the-makioka-sisters,https://s3.amazonaws.com/criterion-production/films/b37edc4b5c091dd4f2d4316d2f3801ee/BBVdxJnJ73hCcnGEiFOJWBJzg1qEKQ_thumbnail.jpg,1985
Mala Noche,Gus Van Sant,United States,407,https://www.criterion.com/films/253-mala-noche,https://s3.amazonaws.com/criterion-production/films/f02f7508220639e063310b7ce6cdeb17/SJB8Gpe59wXrp6mPEg2abzw31HI6jk_thumbnail.jpg,1962
Mamma Roma,Pier Paolo Pasolini,Italy,236,https://www.criterion.com/films/375-mamma-roma,https://s3.amazonaws.com/criterion-production/films/ee8a1a60af6f29665de6356f7feb9e3a/FFe8SUEMJEMlJw100DkEOXVejyDsha_thumbnail.jpg,1992
Man Bites Dog,Rémy Belvaux…,France,165,https://www.criterion.com/films/718-man-bites-dog,https://s3.amazonaws.com/criterion-production/films/6727067d1f4e46a650902bc011e19592/tIr6988MSCKOQmR6KedSRIzbetNOjp_thumbnail.jpg,1962
The Manchurian Candidate,John Frankenheimer,United States,803,https://www.criterion.com/films/28784-the-manchurian-candidate,https://s3.amazonaws.com/criterion-production/films/64093139506eeea73f973aee07e3f9ec/ZTvHQrwEUsJIjlvtHztiZ6g0UCH85m_thumbnail.jpg,1956
A Man Escaped,Robert Bresson,France,650,https://www.criterion.com/films/27848-a-man-escaped,https://s3.amazonaws.com/criterion-production/films/a40ed687d5140180d4800050b1822fbf/WYZyuQWtipLuvNo5zcMjy9vFp9Bpze_thumbnail.jpg,1975
Manila in the Claws of Light,Lino Brocka,Philippines,926,https://www.criterion.com/films/29221-manila-in-the-claws-of-light,https://s3.amazonaws.com/criterion-production/films/194827b27de9e6f270c3f62a940755a4/mZ78UUAcVc0c4hTbCJQeFC4V1vvVd1_thumbnail.jpg,1943
The Man in Grey,Leslie Arliss,United Kingdom,,https://www.criterion.com/films/28018-the-man-in-grey,https://s3.amazonaws.com/criterion-production/films/b13056ccb124d15b8d7516bac7576c8e/VduGrRfHEEl6sOgrkY5looQFWyjKvX_thumbnail.jpg,1965
Man Is Not a Bird,Dušan Makavejev,Yugoslavia,,https://www.criterion.com/films/3984-man-is-not-a-bird,https://s3.amazonaws.com/criterion-production/films/31ec952d32145bfe242a4c1b187021fa/bNa4o4AivhUBPdacbpJN6IKxha7994_thumbnail.jpg,1976
The Man Who Fell to Earth,Nicolas Roeg,United States,304,https://www.criterion.com/films/755-the-man-who-fell-to-earth,https://s3.amazonaws.com/criterion-production/films/3efe70d9dba29843d49954161453e578/vHs5Kke4jcyOGFVkRE3LVBDpQ6ZIVD_thumbnail.jpg,1934
The Man Who Knew Too Much,Alfred Hitchcock,United Kingdom,643,https://www.criterion.com/films/27999-the-man-who-knew-too-much,https://s3.amazonaws.com/criterion-production/films/173775b5891198c7753e9dcdfd780e56/S4kZvmiDUAT67on6ydyegGR3dw7H78_thumbnail.jpg,1942
Le mariage de Chiffon,Claude Autant-Lara,France,,https://www.criterion.com/films/27976-le-mariage-de-chiffon,https://s3.amazonaws.com/criterion-production/films/a61bf7df3267a8394798540b0e6a6243/xThd7HAKnTfFlGkcDzVIv63rhI8uQY_thumbnail.jpg,1931
Marius,Alexander Korda,France,882,https://www.criterion.com/films/28857-marius,https://s3.amazonaws.com/criterion-production/films/0a23a551aebf07fcf997dd0fc7201868/gK5Z0zfUDusxIBnAScefOq7kY5Pw6q_thumbnail.jpg,1967
Marketa Lazarová,František Vláčil,Czechoslovakia,661,https://www.criterion.com/films/27876-marketa-lazarov,https://s3.amazonaws.com/criterion-production/films/98a978f6bef534712f668212a2a2427c/siz1rk8Ivd4r95tysvYTxlmGmZAfz8_thumbnail.jpg,1979
The Marriage of Maria Braun,Rainer Werner Fassbinder,West Germany,204,https://www.criterion.com/films/592-the-marriage-of-maria-braun,https://s3.amazonaws.com/criterion-production/films/e311332e819ce74aa50e4f9478640c5a/XsG0lbHPxqjuVl8tZubZfqCvpopBuf_thumbnail.jpg,1969
A Married Couple,Allan King,Canada,,https://www.criterion.com/films/27515-a-married-couple,https://s3.amazonaws.com/criterion-production/films/996dd5b11fc9015784b66c9ff1a06347/kCNIRqcS9I38qKdfiZtBR21yF6BNqx_thumbnail.jpg,
The Marseille Trilogy,,,881,https://www.criterion.com/boxsets/1264-the-marseille-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1766-0926bfc8985e1333759badc8421feb20/CcaaWhABn32RGpmaY0QfWfQzx5pNgV_small.jpg,1959
Martha Graham: Dance on Film,Nathan Kroll,United States,406,https://www.criterion.com/films/835-martha-graham-dance-on-film,https://s3.amazonaws.com/criterion-production/films/85fde6e10c9b088d8feed4809ede6995/ZXZHb9g0k9jNqHuCOOFh00ggApkwZq_thumbnail.jpg,
Martin Scorsese’s World Cinema Project,,,684,https://www.criterion.com/boxsets/1021-martin-scorsese-s-world-cinema-project,https://s3.amazonaws.com/criterion-production/product_images/1925-d6b01d467d6e88963ff74d860871a38c/M6bf12wvZWpljYEPJptJq42e83XdiO_small.jpg,
Martin Scorsese’s World Cinema Project No. 2,,,873,https://www.criterion.com/boxsets/1258-martin-scorsese-s-world-cinema-project-no-2,https://s3.amazonaws.com/criterion-production/product_images/1767-0744687c884e8c056982d471b122dce3/cgKxO604g3phzPqpONSN5STBrfnV6y_small.jpg,1966
Masculin féminin,Jean-Luc Godard,France,308,https://www.criterion.com/films/508-masculin-f-minin,https://s3.amazonaws.com/criterion-production/films/64d21e77f437a54ee85b075a18810951/iE2Kc5MVA6KSohkGrrFvNEFGcuH3op_thumbnail.jpg,1938
The Masseurs and a Woman,Hiroshi Shimizu,Japan,,https://www.criterion.com/films/1088-the-masseurs-and-a-woman,https://s3.amazonaws.com/criterion-production/films/c02c4aa609824030e40216497743497f/dhf3ReLOhyiAk1XzOwejbjQYO9yibb_thumbnail.jpg,2014
A Master Builder,Jonathan Demme,United States,762,https://www.criterion.com/films/28646-a-master-builder,https://s3.amazonaws.com/criterion-production/films/4d12d0b6523c10060860b2695f32672f/KmC0p8LFp4dAfgyLalLkQRoZgakcY3_thumbnail.jpg,1925
Master of the House,Carl Th. Dreyer,Denmark,706,https://www.criterion.com/films/27804-master-of-the-house,https://s3.amazonaws.com/criterion-production/films/55bfdb7f62206db7e4500dcdb850d17c/NxmCfGvMqbizxJmkBDsYwkUfjgJAV7_thumbnail.jpg,1990
The Match Factory Girl,Aki Kaurismäki,Finland,,https://www.criterion.com/films/961-the-match-factory-girl,https://s3.amazonaws.com/criterion-production/films/fdfbd230ca10df2fde7939762a75725c/hpudPXhRIeQlGJOhIPkDieYc1hfELO_thumbnail.jpg,1946
A Matter of Life and Death,Michael Powell and Emeric Pressburger,United Kingdom,939,https://www.criterion.com/films/28833-a-matter-of-life-and-death,https://s3.amazonaws.com/criterion-production/films/69bacb52c7796d3fc2e37c7e1e2ddd6b/NGlO5lUTrsZN3usOFgwxTBaFHTOtGq_thumbnail.jpg,1936
Mayerling,Anatole Litvak,France,,https://www.criterion.com/films/3562-mayerling,https://s3.amazonaws.com/criterion-production/films/babb52f89b5488d00cb76a924d7e06eb/XPxkbzNVy36iDfcGUxaqpxFC6LJ0tI_thumbnail.jpg,1971
McCabe & Mrs. Miller,Robert Altman,United States,827,https://www.criterion.com/films/28712-mccabe-mrs-miller,https://s3.amazonaws.com/criterion-production/films/9676ccbf8da26b964e0339ec979c1815/krYPZfP7VVBB2wRzYqXJaw2tJtzPR4_thumbnail.jpg,1984
Meantime,Mike Leigh,United Kingdom,890,https://www.criterion.com/films/28805-meantime,https://s3.amazonaws.com/criterion-production/films/6c6bfbed7167e5951b922334bd8b4711/0c2Z1MYRYKs2VIlEZHrgHxQtyoHgXj_thumbnail.jpg,1969
Medium Cool,Haskell Wexler,United States,658,https://www.criterion.com/films/28426-medium-cool,https://s3.amazonaws.com/criterion-production/films/b8d150ed20e90cb009b9cd92f6b838a2/OkOUDcVNqdlmsGnZOh3S4rYkZfKhfF_thumbnail.jpg,1968
Memories of Underdevelopment,Tomás Gutiérrez Alea,Cuba,943,https://www.criterion.com/films/29220-memories-of-underdevelopment,https://s3.amazonaws.com/criterion-production/films/ab7f9848b3ca887189e1062a54bc1cf8/KsP2XYjmdLyOg5TnhB6uZpsw2DhU95_thumbnail.jpg,2005
"Memory for Max, Claire, Ida and Company",Allan King,Canada,,https://www.criterion.com/films/27518-memory-for-max-claire-ida-and-company,https://s3.amazonaws.com/criterion-production/films/5d189e4dea37f568fdabc417d7fe4bba/pj2hj4tywTBwr073q9VTslJf40MHNn_thumbnail.jpg,1945
The Men Who Tread on the Tiger’s Tail,Akira Kurosawa,Japan,,https://www.criterion.com/films/18763-the-men-who-tread-on-the-tiger-s-tail,https://s3.amazonaws.com/criterion-production/films/a566ad3ebd078fab9a7d5e9f38626175/IgwwjTBIA6xgGaE0g7KLJ1duHOzP47_thumbnail.jpg,1971
The Merchant of Four Seasons,Rainer Werner Fassbinder,Germany,758,https://www.criterion.com/films/27960-the-merchant-of-four-seasons,https://s3.amazonaws.com/criterion-production/films/4345be062217f5128a742868d437e3b0/1a6ixmqVTV7IW4Sor60w8cVcYMxbgx_thumbnail.jpg,1983
Merry Christmas Mr. Lawrence,Nagisa Oshima,United Kingdom,535,https://www.criterion.com/films/27512-merry-christmas-mr-lawrence,https://s3.amazonaws.com/criterion-production/films/c001b5fea06b5d20070d9460186f5fcc/E87js9pkGDYnXsgoQypgYqyAvKy1j4_thumbnail.jpg,1990
Metropolitan,Whit Stillman,United States,326,https://www.criterion.com/films/774-metropolitan,https://s3.amazonaws.com/criterion-production/films/a4030fd0d405faa565150a8bd8614425/MMVDGYzCcqxhnhCe4gPzo36yLJp9aq_thumbnail.jpg,1969
Midnight Cowboy,John Schlesinger,United States,925,https://www.criterion.com/films/29369-midnight-cowboy,https://s3.amazonaws.com/criterion-production/films/85ebb0e5781f605179432d071eb3b340/Ayry8QwcAWWRZhyaMkSpzG3TSZ9JoJ_thumbnail.jpg,1939
The Mikado,Victor Schertzinger,United States,559,https://www.criterion.com/films/27551-the-mikado,https://s3.amazonaws.com/criterion-production/films/e3c058a69006d26b6df4008dcbc87616/m2TegG4mLAOkV3oQmmKYYZxQmuFF8b_thumbnail.jpg,1976
Mikey and Nicky,Elaine May,United States,957,https://www.criterion.com/films/27895-mikey-and-nicky,https://s3.amazonaws.com/criterion-production/films/75bd4ba4aa9a9d8513db2681a8dae91c/YdcUA8pNAJMrE2ohla7lNNYktgjcug_thumbnail.jpg,1945
Mildred Pierce,Michael Curtiz,United States,860,https://www.criterion.com/films/29025-mildred-pierce,https://s3.amazonaws.com/criterion-production/films/92fe059f5008090433c98d5c2a743c03/kKv4Q7rP0MAkK33MQIydi5xjcCUKpT_thumbnail.jpg,1969
The Milky Way,Luis Buñuel,France,402,https://www.criterion.com/films/832-the-milky-way,https://s3.amazonaws.com/criterion-production/films/02da6d0b2fd1e950fd9957183fdc7e4c/ej69g5q5pHy14hEGuprhPOTERaAEuI_thumbnail.jpg,1931
Le million,René Clair,France,72,https://www.criterion.com/films/614-le-million,https://s3.amazonaws.com/criterion-production/films/5f4fc2e5d3ebab58daaae1dc5d73a1ac/N7iNQnZu33LYmihkfPYU9o0Un9XM6k_thumbnail.jpg,1944
Ministry of Fear,Fritz Lang,United States,649,https://www.criterion.com/films/28065-ministry-of-fear,https://s3.amazonaws.com/criterion-production/films/1a5c01f75aef9b18d08f9ccbf5561972/zVKSQvVRaxcsqWeU0EVzXYRkFFxWSp_thumbnail.jpg,1934
Les misérables,Raymond Bernard,France,,https://www.criterion.com/films/879-les-mis-rables,https://s3.amazonaws.com/criterion-production/films/0074d059af8442e00101f385c231abe2/TgMTqWh8AgVHGSJSNHKNjY1oODYw4u_thumbnail.jpg,1985
Mishima: A Life in Four Chapters,Paul Schrader,United States,432,https://www.criterion.com/films/588-mishima-a-life-in-four-chapters,https://s3.amazonaws.com/criterion-production/films/d7d2cc1ca3a9564093ad17f390a1472e/SD2zJgkpw48fYDV15DU2gFI98ZyTgj_thumbnail.jpg,1982
Missing,Costa-Gavras,United States,449,https://www.criterion.com/films/769-missing,https://s3.amazonaws.com/criterion-production/films/7aaed6f90996fb7acfde778d729243c7/AAb5rFrk6TBRsCkfUipjkHbarBlkZa_thumbnail.jpg,1951
Miss Julie,Alf Sjöberg,Sweden,416,https://www.criterion.com/films/361-miss-julie,https://s3.amazonaws.com/criterion-production/films/f401c442afc5436ff37e07f148fcd279/Pq65076icJ0w5uYt26AiIZNbRW2vdK_thumbnail.jpg,1990
Mister Johnson,Bruce Beresford,United States,774,https://www.criterion.com/films/28102-mister-johnson,https://s3.amazonaws.com/criterion-production/films/2ffe68940a1051ef6ad60ec2b8c1f1ea/hzZ3f7lknomADbO0NVFkLvs5Yl9bnH_thumbnail.jpg,1977
The Model Couple,William Klein,France,,https://www.criterion.com/films/904-the-model-couple,https://s3.amazonaws.com/criterion-production/films/6335138bdf3c4c4653641af57bab3b15/Ws8H8iabLn22gWoYOIMP4twyUeM4sj_thumbnail.jpg,1936
Modern Times,Charles Chaplin,United States,543,https://www.criterion.com/films/27526-modern-times,https://s3.amazonaws.com/criterion-production/films/ea84da2f72396fc583c54892b92a5f10/4pVQR8QuPFQdZsErceEzrLlaCI48EL_thumbnail.jpg,1965
The Moment of Truth,Francesco Rosi,Italy,595,https://www.criterion.com/films/27674-the-moment-of-truth,https://s3.amazonaws.com/criterion-production/films/b8be211db9c95b290da6ca9de447393a/3zf1EegMQAQ4OdftMWSASg8Ez9Dg3J_thumbnail.jpg,1986
Mona Lisa,Neil Jordan,United Kingdom,107,https://www.criterion.com/films/648-mona-lisa,https://s3.amazonaws.com/criterion-production/films/37b36c3a81c47b38aa1616b4559c2efd/u88xwx0Xr837zYpcBsXJpDS50uOtDD_thumbnail.jpg,1958
Mon oncle,Jacques Tati,France,111,https://www.criterion.com/films/650-mon-oncle,https://s3.amazonaws.com/criterion-production/films/0a436dbf0865b63393c35846b989ba4c/cofkAT1oceBnZHsOyale1NmIJZ2Omj_thumbnail.jpg,1971
Mon oncle Antoine,Claude Jutra,Canada,438,https://www.criterion.com/films/590-mon-oncle-antoine,https://s3.amazonaws.com/criterion-production/films/c01567fcc8a39f8e154f50430cc986ce/7oJP4owWJH4wIE4qROgEus6jB0HRFb_thumbnail.jpg,1953
Monsieur Hulot’s Holiday,Jacques Tati,France,110,https://www.criterion.com/films/360-monsieur-hulot-s-holiday,https://s3.amazonaws.com/criterion-production/films/2d61eabe4e6c3f807bf33eb2ca772c5b/Jgz5xA9nzj8AMHZkq936OqiiYrrY1Q_thumbnail.jpg,1947
Monsieur Verdoux,Charles Chaplin,United States,652,https://www.criterion.com/films/27574-monsieur-verdoux,https://s3.amazonaws.com/criterion-production/films/441caaad467950ef83c88bdc1b9badcb/yL1YbMO1jXLnbQqg6oOyri2mB2kdj9_thumbnail.jpg,2001
Monsoon Wedding,Mira Nair,India,489,https://www.criterion.com/films/2364-monsoon-wedding,https://s3.amazonaws.com/criterion-production/films/997a5a96686603b61e03b3ec22fa9681/rrHIBqqA7DOm7hMlMLX0DjRzsyETpF_thumbnail.jpg,
Monsters and Madmen,,,364,https://www.criterion.com/boxsets/434-monsters-and-madmen,https://s3.amazonaws.com/criterion-production/product_images/1874-1783a5b7ab030641aab494f13c026174/ahGfceaQ9idYzYJHUy4cVjH4aRnxZo_small.jpg,1930
Monte Carlo,Ernst Lubitsch,United States,,https://www.criterion.com/films/899-monte-carlo,https://s3.amazonaws.com/criterion-production/films/8ebace528331b3a51ceb48d056ca84c9/xc5NiKovRL5zDoOsPAKzCIDo1XEKuU_thumbnail.jpg,1968
Monterey Pop,D. A. Pennebaker,United States,168,https://www.criterion.com/films/720-monterey-pop,https://s3.amazonaws.com/criterion-production/films/1bc8a77a9b2f7a58e889e08691f79d38/Y5ncLoucjsqMLboktsAudYE5HuJ5Eo_thumbnail.jpg,1979
Monty Python’s Life of Brian,Terry Jones,United Kingdom,61,https://www.criterion.com/films/606-monty-python-s-life-of-brian,https://s3.amazonaws.com/criterion-production/films/0945f776cbd0aedef40d8788f93e2a24/DmGZrExFbDqKlQvWY8x9J805tvfkCr_thumbnail.jpg,1948
Moonrise,Frank Borzage,United States,921,https://www.criterion.com/films/28550-moonrise,https://s3.amazonaws.com/criterion-production/films/6362b26b7e32f7f6df2575639bb1a03f/jvFUhqQ0Pq2aKzvZpNdsaCQhK8YOjo_thumbnail.jpg,2012
Moonrise Kingdom,Wes Anderson,United States,776,https://www.criterion.com/films/28757-moonrise-kingdom,https://s3.amazonaws.com/criterion-production/films/e82f5960951c3554ba1381ce6b570f15/k35D2Rz0I35r52OnYZmR6mRSASGTBd_thumbnail.jpg,1946
Morning for the Osone Family,Keisuke Kinoshita,Japan,,https://www.criterion.com/films/27838-morning-for-the-osone-family,https://s3.amazonaws.com/criterion-production/films/11b7209a396ae575363dc7d7372e2f37/5MKTR8XNkcztkUxb25zDhvQNdM9tyn_thumbnail.jpg,1930
Morocco,Josef von Sternberg,United States,931,https://www.criterion.com/films/28991-morocco,https://s3.amazonaws.com/criterion-production/films/64453e34ec6d6cea4979fd54ea5aabda/3ubemxXLuguegSXmy2ZOFJynqpoemI_thumbnail.jpg,1944
The Most Beautiful,Akira Kurosawa,Japan,,https://www.criterion.com/films/18790-the-most-beautiful,https://s3.amazonaws.com/criterion-production/films/192e9b31938fde709293949e1f8dbaed/bMI9dd5UlAm2oxcALuRFqMPNoysrzR_thumbnail.jpg,1932
The Most Dangerous Game,Ernest B. Schoedsack…,United States,46,https://www.criterion.com/films/584-the-most-dangerous-game,https://s3.amazonaws.com/criterion-production/films/1f4199efee0716b73e643f44cffd628f/FsFD7z9JPS8zGJwwhpboY5pnNOOmIc_thumbnail.jpg,1967
